nuts2;date;tier
Emilia-Romagna;06/05/21;Yellow
Emilia-Romagna;07/05/21;Yellow
Emilia-Romagna;08/05/21;Yellow
Emilia-Romagna;09/05/21;Yellow
Emilia-Romagna;10/05/21;Yellow
Emilia-Romagna;11/05/21;Yellow
Emilia-Romagna;12/05/21;Yellow
Emilia-Romagna;13/05/21;Yellow
Emilia-Romagna;14/05/21;Yellow
Emilia-Romagna;15/05/21;Yellow
Emilia-Romagna;16/05/21;Yellow
Emilia-Romagna;17/05/21;Yellow
Emilia-Romagna;18/05/21;Yellow
Emilia-Romagna;19/05/21;Yellow
Emilia-Romagna;20/05/21;Yellow
Emilia-Romagna;21/05/21;Yellow
Emilia-Romagna;22/05/21;Yellow
Emilia-Romagna;23/05/21;Yellow
Emilia-Romagna;24/05/21;Yellow
Emilia-Romagna;25/05/21;Yellow
Emilia-Romagna;26/05/21;Yellow
Emilia-Romagna;27/05/21;Yellow
Emilia-Romagna;28/05/21;Yellow
Emilia-Romagna;29/05/21;Yellow
Emilia-Romagna;30/05/21;Yellow
Emilia-Romagna;31/05/21;Yellow
Emilia-Romagna;01/06/21;Yellow
Emilia-Romagna;02/06/21;Yellow
Emilia-Romagna;03/06/21;Yellow
Emilia-Romagna;04/06/21;Yellow
Emilia-Romagna;05/06/21;Yellow
Emilia-Romagna;06/06/21;Yellow
Emilia-Romagna;07/06/21;Yellow
Emilia-Romagna;08/06/21;Yellow
Emilia-Romagna;09/06/21;Yellow
Emilia-Romagna;10/06/21;Yellow
Emilia-Romagna;11/06/21;Yellow
Emilia-Romagna;12/06/21;Yellow
Emilia-Romagna;13/06/21;Yellow
Emilia-Romagna;14/06/21;Yellow
Emilia-Romagna;15/06/21;Yellow
Emilia-Romagna;16/06/21;Yellow
Emilia-Romagna;17/06/21;Yellow
Emilia-Romagna;18/06/21;Yellow
Emilia-Romagna;19/06/21;Yellow
Emilia-Romagna;20/06/21;Yellow
Emilia-Romagna;21/06/21;White
Emilia-Romagna;22/06/21;White
Emilia-Romagna;23/06/21;White
Emilia-Romagna;24/06/21;White
Emilia-Romagna;25/06/21;White
Emilia-Romagna;26/06/21;White
Emilia-Romagna;27/06/21;White
Emilia-Romagna;28/06/21;White
Emilia-Romagna;29/06/21;White
Emilia-Romagna;30/06/21;White
Emilia-Romagna;01/07/21;White
Emilia-Romagna;02/07/21;White
Emilia-Romagna;03/07/21;White
Emilia-Romagna;04/07/21;White
Emilia-Romagna;05/07/21;White
Emilia-Romagna;06/07/21;White
Emilia-Romagna;07/07/21;White
Emilia-Romagna;08/07/21;White
Emilia-Romagna;09/07/21;White
Emilia-Romagna;10/07/21;White
Emilia-Romagna;11/07/21;White
Emilia-Romagna;12/07/21;White
Emilia-Romagna;13/07/21;White
Emilia-Romagna;14/07/21;White
Emilia-Romagna;15/07/21;White
Emilia-Romagna;16/07/21;White
Emilia-Romagna;17/07/21;White
Emilia-Romagna;18/07/21;White
Emilia-Romagna;19/07/21;White
Emilia-Romagna;20/07/21;White
Emilia-Romagna;21/07/21;White
Emilia-Romagna;22/07/21;White
Emilia-Romagna;23/07/21;White
Emilia-Romagna;24/07/21;White
Emilia-Romagna;25/07/21;White
Emilia-Romagna;26/07/21;White
Emilia-Romagna;27/07/21;White
Emilia-Romagna;28/07/21;White
Emilia-Romagna;29/07/21;White
Emilia-Romagna;30/07/21;White
Emilia-Romagna;31/07/21;White
Emilia-Romagna;01/08/21;White
Emilia-Romagna;02/08/21;White
Emilia-Romagna;03/08/21;White
Emilia-Romagna;04/08/21;White
Emilia-Romagna;05/08/21;White
Emilia-Romagna;06/08/21;White
Emilia-Romagna;07/08/21;White
Emilia-Romagna;08/08/21;White
Emilia-Romagna;09/08/21;White
Emilia-Romagna;10/08/21;White
Emilia-Romagna;11/08/21;White
Emilia-Romagna;12/08/21;White
Emilia-Romagna;13/08/21;White
Emilia-Romagna;14/08/21;White
Emilia-Romagna;15/08/21;White
Emilia-Romagna;16/08/21;White
Emilia-Romagna;17/08/21;White
Emilia-Romagna;18/08/21;White
Emilia-Romagna;19/08/21;White
Emilia-Romagna;20/08/21;White
Emilia-Romagna;21/08/21;White
Emilia-Romagna;22/08/21;White
Emilia-Romagna;23/08/21;White
Emilia-Romagna;24/08/21;White
Emilia-Romagna;25/08/21;White
Emilia-Romagna;26/08/21;White
Emilia-Romagna;27/08/21;White
Emilia-Romagna;28/08/21;White
Emilia-Romagna;29/08/21;White
Emilia-Romagna;30/08/21;White
Emilia-Romagna;31/08/21;White
Emilia-Romagna;01/09/21;White
Emilia-Romagna;02/09/21;White
Emilia-Romagna;03/09/21;White
Emilia-Romagna;04/09/21;White
Emilia-Romagna;05/09/21;White
Emilia-Romagna;06/09/21;White
Emilia-Romagna;07/09/21;White
Emilia-Romagna;08/09/21;White
Emilia-Romagna;09/09/21;White
Emilia-Romagna;10/09/21;White
Emilia-Romagna;11/09/21;White
Emilia-Romagna;12/09/21;White
Emilia-Romagna;13/09/21;White
Emilia-Romagna;14/09/21;White
Emilia-Romagna;15/09/21;White
Emilia-Romagna;16/09/21;White
Emilia-Romagna;17/09/21;White
Emilia-Romagna;18/09/21;White
Emilia-Romagna;19/09/21;White
Emilia-Romagna;20/09/21;White
Emilia-Romagna;21/09/21;White
Emilia-Romagna;22/09/21;White
Emilia-Romagna;23/09/21;White
Emilia-Romagna;24/09/21;White
Emilia-Romagna;25/09/21;White
Emilia-Romagna;26/09/21;White
Emilia-Romagna;27/09/21;White
Emilia-Romagna;28/09/21;White
Emilia-Romagna;29/09/21;White
Emilia-Romagna;30/09/21;White
Emilia-Romagna;01/10/21;White
Emilia-Romagna;02/10/21;White
Emilia-Romagna;03/10/21;White
Emilia-Romagna;04/10/21;White
Emilia-Romagna;05/10/21;White
Emilia-Romagna;06/10/21;White
Emilia-Romagna;07/10/21;White
Emilia-Romagna;08/10/21;White
Emilia-Romagna;09/10/21;White
Emilia-Romagna;10/10/21;White
Emilia-Romagna;11/10/21;White
Emilia-Romagna;12/10/21;White
Emilia-Romagna;13/10/21;White
Emilia-Romagna;14/10/21;White
Emilia-Romagna;15/10/21;White
Emilia-Romagna;16/10/21;White
Emilia-Romagna;17/10/21;White
Emilia-Romagna;18/10/21;White
Emilia-Romagna;19/10/21;White
Emilia-Romagna;20/10/21;White
Emilia-Romagna;21/10/21;White
Emilia-Romagna;22/10/21;White
Emilia-Romagna;23/10/21;White
Emilia-Romagna;24/10/21;White
Emilia-Romagna;25/10/21;White
Emilia-Romagna;26/10/21;White
Emilia-Romagna;27/10/21;White
Emilia-Romagna;28/10/21;White
Emilia-Romagna;29/10/21;White
Emilia-Romagna;30/10/21;White
Emilia-Romagna;31/10/21;White
Emilia-Romagna;01/11/21;White
Emilia-Romagna;02/11/21;White
Emilia-Romagna;03/11/21;White
Emilia-Romagna;04/11/21;White
Emilia-Romagna;05/11/21;White
Emilia-Romagna;06/11/21;White
Emilia-Romagna;07/11/21;White
Emilia-Romagna;08/11/21;White
Emilia-Romagna;09/11/21;White
Emilia-Romagna;10/11/21;White
Emilia-Romagna;11/11/21;White
Emilia-Romagna;12/11/21;White
Emilia-Romagna;13/11/21;White
Emilia-Romagna;14/11/21;White
Emilia-Romagna;15/11/21;White
Emilia-Romagna;16/11/21;White
Emilia-Romagna;17/11/21;White
Emilia-Romagna;18/11/21;White
Emilia-Romagna;19/11/21;White
Emilia-Romagna;20/11/21;White
Emilia-Romagna;21/11/21;White
Emilia-Romagna;22/11/21;White
Emilia-Romagna;23/11/21;White
Emilia-Romagna;24/11/21;White
Emilia-Romagna;25/11/21;White
Emilia-Romagna;26/11/21;White
Emilia-Romagna;27/11/21;White
Emilia-Romagna;28/11/21;White
Emilia-Romagna;29/11/21;White
Emilia-Romagna;30/11/21;White
Emilia-Romagna;01/12/21;White
Emilia-Romagna;02/12/21;White
Emilia-Romagna;03/12/21;White
Emilia-Romagna;04/12/21;White
Emilia-Romagna;05/12/21;White
Emilia-Romagna;06/12/21;White
Emilia-Romagna;07/12/21;White
Emilia-Romagna;08/12/21;White
Emilia-Romagna;09/12/21;White
Emilia-Romagna;10/12/21;White
Emilia-Romagna;11/12/21;White
Emilia-Romagna;12/12/21;White
Emilia-Romagna;13/12/21;White
Emilia-Romagna;14/12/21;White
Emilia-Romagna;15/12/21;White
Emilia-Romagna;16/12/21;White
Emilia-Romagna;17/12/21;White
Emilia-Romagna;18/12/21;White
Emilia-Romagna;19/12/21;White
Emilia-Romagna;20/12/21;White
Emilia-Romagna;21/12/21;White
Emilia-Romagna;22/12/21;White
Emilia-Romagna;23/12/21;White
Emilia-Romagna;24/12/21;White
Emilia-Romagna;25/12/21;White
Emilia-Romagna;26/12/21;White
Emilia-Romagna;27/12/21;White
Emilia-Romagna;28/12/21;White
Emilia-Romagna;29/12/21;White
Emilia-Romagna;30/12/21;White
Emilia-Romagna;31/12/21;White
Emilia-Romagna;01/01/22;White
Emilia-Romagna;02/01/22;White
Emilia-Romagna;03/01/22;White
Emilia-Romagna;04/01/22;White
Emilia-Romagna;05/01/22;White
Emilia-Romagna;06/01/22;White
Emilia-Romagna;07/01/22;White
Emilia-Romagna;08/01/22;White
Emilia-Romagna;09/01/22;White
Emilia-Romagna;10/01/22;Yellow
Emilia-Romagna;11/01/22;Yellow
Emilia-Romagna;12/01/22;Yellow
Emilia-Romagna;13/01/22;Yellow
Emilia-Romagna;14/01/22;Yellow
Emilia-Romagna;15/01/22;Yellow
Emilia-Romagna;16/01/22;Yellow
Emilia-Romagna;17/01/22;Yellow
Emilia-Romagna;18/01/22;Yellow
Emilia-Romagna;19/01/22;Yellow
Emilia-Romagna;20/01/22;Yellow
Emilia-Romagna;21/01/22;Yellow
Emilia-Romagna;22/01/22;Yellow
Emilia-Romagna;23/01/22;Yellow
Emilia-Romagna;24/01/22;Yellow
Emilia-Romagna;25/01/22;Yellow
Emilia-Romagna;26/01/22;Yellow
Emilia-Romagna;27/01/22;Yellow
Emilia-Romagna;28/01/22;Yellow
Emilia-Romagna;29/01/22;Yellow
Emilia-Romagna;30/01/22;Yellow
Emilia-Romagna;31/01/22;Yellow
Emilia-Romagna;01/02/22;Yellow
Emilia-Romagna;02/02/22;Yellow
Emilia-Romagna;03/02/22;Yellow
Emilia-Romagna;04/02/22;Yellow
Emilia-Romagna;05/02/22;Yellow
Emilia-Romagna;06/02/22;Yellow
Emilia-Romagna;07/02/22;Yellow
Emilia-Romagna;08/02/22;Yellow
Emilia-Romagna;09/02/22;Yellow
Emilia-Romagna;10/02/22;Yellow
Emilia-Romagna;11/02/22;Yellow
Emilia-Romagna;12/02/22;Yellow
Emilia-Romagna;13/02/22;Yellow
Emilia-Romagna;14/02/22;Yellow
Emilia-Romagna;15/02/22;Yellow
Emilia-Romagna;16/02/22;Yellow
Emilia-Romagna;17/02/22;Yellow
Emilia-Romagna;18/02/22;Yellow
Emilia-Romagna;19/02/22;Yellow
Emilia-Romagna;20/02/22;Yellow
Emilia-Romagna;21/02/22;Yellow
Emilia-Romagna;22/02/22;Yellow
Emilia-Romagna;23/02/22;Yellow
Emilia-Romagna;24/02/22;Yellow
Emilia-Romagna;25/02/22;Yellow
Emilia-Romagna;26/02/22;Yellow
Emilia-Romagna;27/02/22;Yellow
Emilia-Romagna;28/02/22;Yellow
Emilia-Romagna;01/03/22;Yellow
Emilia-Romagna;02/03/22;Yellow
Emilia-Romagna;03/03/22;Yellow
Emilia-Romagna;04/03/22;Yellow
Emilia-Romagna;05/03/22;Yellow
Emilia-Romagna;06/03/22;Yellow
Emilia-Romagna;07/03/22;Yellow
Emilia-Romagna;08/03/22;Yellow
Emilia-Romagna;09/03/22;Yellow
Emilia-Romagna;10/03/22;Yellow
Emilia-Romagna;11/03/22;Yellow
Emilia-Romagna;12/03/22;Yellow
Emilia-Romagna;13/03/22;Yellow
Emilia-Romagna;14/03/22;White
Emilia-Romagna;15/03/22;White
Emilia-Romagna;16/03/22;White
Emilia-Romagna;17/03/22;White
Emilia-Romagna;18/03/22;White
Emilia-Romagna;19/03/22;White
Emilia-Romagna;20/03/22;White
Emilia-Romagna;21/03/22;White
Emilia-Romagna;22/03/22;White
Emilia-Romagna;23/03/22;White
Emilia-Romagna;24/03/22;White
Emilia-Romagna;25/03/22;White
Emilia-Romagna;26/03/22;White
Emilia-Romagna;27/03/22;White
Emilia-Romagna;28/03/22;White
Emilia-Romagna;29/03/22;White
Emilia-Romagna;30/03/22;White
Emilia-Romagna;31/03/22;White
Friuli Venezia Giulia;06/11/20;Yellow
Friuli Venezia Giulia;07/11/20;Yellow
Friuli Venezia Giulia;08/11/20;Yellow
Friuli Venezia Giulia;09/11/20;Yellow
Friuli Venezia Giulia;10/11/20;Yellow
Friuli Venezia Giulia;11/11/20;Yellow
Friuli Venezia Giulia;12/11/20;Yellow
Friuli Venezia Giulia;13/11/20;Yellow
Friuli Venezia Giulia;14/11/20;Yellow
Friuli Venezia Giulia;15/11/20;Orange
Friuli Venezia Giulia;16/11/20;Orange
Friuli Venezia Giulia;17/11/20;Orange
Friuli Venezia Giulia;18/11/20;Orange
Friuli Venezia Giulia;19/11/20;Orange
Friuli Venezia Giulia;20/11/20;Orange
Friuli Venezia Giulia;21/11/20;Orange
Friuli Venezia Giulia;22/11/20;Orange
Friuli Venezia Giulia;23/11/20;Orange
Friuli Venezia Giulia;24/11/20;Orange
Friuli Venezia Giulia;25/11/20;Orange
Friuli Venezia Giulia;26/11/20;Orange
Friuli Venezia Giulia;27/11/20;Orange
Friuli Venezia Giulia;28/11/20;Orange
Friuli Venezia Giulia;29/11/20;Orange
Friuli Venezia Giulia;30/11/20;Orange
Friuli Venezia Giulia;01/12/20;Orange
Friuli Venezia Giulia;02/12/20;Orange
Friuli Venezia Giulia;03/12/20;Orange
Friuli Venezia Giulia;04/12/20;Orange
Friuli Venezia Giulia;05/12/20;Orange
Friuli Venezia Giulia;06/12/20;Yellow
Friuli Venezia Giulia;07/12/20;Yellow
Friuli Venezia Giulia;08/12/20;Yellow
Friuli Venezia Giulia;09/12/20;Yellow
Friuli Venezia Giulia;10/12/20;Yellow
Friuli Venezia Giulia;11/12/20;Yellow
Friuli Venezia Giulia;12/12/20;Yellow
Friuli Venezia Giulia;13/12/20;Yellow
Friuli Venezia Giulia;14/12/20;Yellow
Friuli Venezia Giulia;15/12/20;Yellow
Friuli Venezia Giulia;16/12/20;Yellow
Friuli Venezia Giulia;17/12/20;Yellow
Friuli Venezia Giulia;18/12/20;Yellow
Friuli Venezia Giulia;19/12/20;Yellow
Friuli Venezia Giulia;20/12/20;Yellow
Friuli Venezia Giulia;21/12/20;Yellow
Friuli Venezia Giulia;22/12/20;Yellow
Friuli Venezia Giulia;23/12/20;Yellow
Friuli Venezia Giulia;24/12/20;Red
Friuli Venezia Giulia;25/12/20;Red
Friuli Venezia Giulia;26/12/20;Red
Friuli Venezia Giulia;27/12/20;Red
Friuli Venezia Giulia;28/12/20;Orange
Friuli Venezia Giulia;29/12/20;Orange
Friuli Venezia Giulia;30/12/20;Orange
Friuli Venezia Giulia;31/12/20;Red
Friuli Venezia Giulia;01/01/21;Red
Friuli Venezia Giulia;02/01/21;Red
Friuli Venezia Giulia;03/01/21;Red
Friuli Venezia Giulia;04/01/21;Orange
Friuli Venezia Giulia;05/01/21;Red
Friuli Venezia Giulia;06/01/21;Red
Friuli Venezia Giulia;07/01/21;Yellow
Friuli Venezia Giulia;08/01/21;Yellow
Friuli Venezia Giulia;09/01/21;Orange
Friuli Venezia Giulia;10/01/21;Orange
Friuli Venezia Giulia;11/01/21;Yellow
Friuli Venezia Giulia;12/01/21;Yellow
Friuli Venezia Giulia;13/01/21;Yellow
Friuli Venezia Giulia;14/01/21;Yellow
Friuli Venezia Giulia;15/01/21;Yellow
Friuli Venezia Giulia;16/01/21;Yellow
Friuli Venezia Giulia;17/01/21;Orange
Friuli Venezia Giulia;18/01/21;Orange
Friuli Venezia Giulia;19/01/21;Orange
Friuli Venezia Giulia;20/01/21;Orange
Friuli Venezia Giulia;21/01/21;Orange
Friuli Venezia Giulia;22/01/21;Orange
Friuli Venezia Giulia;23/01/21;Orange
Friuli Venezia Giulia;24/01/21;Orange
Friuli Venezia Giulia;25/01/21;Orange
Friuli Venezia Giulia;26/01/21;Orange
Friuli Venezia Giulia;27/01/21;Orange
Friuli Venezia Giulia;28/01/21;Orange
Friuli Venezia Giulia;29/01/21;Orange
Friuli Venezia Giulia;30/01/21;Orange
Friuli Venezia Giulia;31/01/21;Orange
Friuli Venezia Giulia;01/02/21;Yellow
Friuli Venezia Giulia;02/02/21;Yellow
Friuli Venezia Giulia;03/02/21;Yellow
Friuli Venezia Giulia;04/02/21;Yellow
Friuli Venezia Giulia;05/02/21;Yellow
Friuli Venezia Giulia;06/02/21;Yellow
Friuli Venezia Giulia;07/02/21;Yellow
Friuli Venezia Giulia;08/02/21;Yellow
Friuli Venezia Giulia;09/02/21;Yellow
Friuli Venezia Giulia;10/02/21;Yellow
Friuli Venezia Giulia;11/02/21;Yellow
Friuli Venezia Giulia;12/02/21;Yellow
Friuli Venezia Giulia;13/02/21;Yellow
Friuli Venezia Giulia;14/02/21;Yellow
Friuli Venezia Giulia;15/02/21;Yellow
Friuli Venezia Giulia;16/02/21;Yellow
Friuli Venezia Giulia;17/02/21;Yellow
Friuli Venezia Giulia;18/02/21;Yellow
Friuli Venezia Giulia;19/02/21;Yellow
Friuli Venezia Giulia;20/02/21;Yellow
Friuli Venezia Giulia;21/02/21;Yellow
Friuli Venezia Giulia;22/02/21;Yellow
Friuli Venezia Giulia;23/02/21;Yellow
Friuli Venezia Giulia;24/02/21;Yellow
Friuli Venezia Giulia;25/02/21;Yellow
Friuli Venezia Giulia;26/02/21;Yellow
Friuli Venezia Giulia;27/02/21;Yellow
Friuli Venezia Giulia;28/02/21;Yellow
Friuli Venezia Giulia;01/03/21;Yellow
Friuli Venezia Giulia;02/03/21;Yellow
Friuli Venezia Giulia;03/03/21;Yellow
Friuli Venezia Giulia;04/03/21;Yellow
Friuli Venezia Giulia;05/03/21;Yellow
Friuli Venezia Giulia;06/03/21;Yellow
Friuli Venezia Giulia;07/03/21;Yellow
Friuli Venezia Giulia;08/03/21;Orange
Friuli Venezia Giulia;09/03/21;Orange
Friuli Venezia Giulia;10/03/21;Orange
Friuli Venezia Giulia;11/03/21;Orange
Friuli Venezia Giulia;12/03/21;Orange
Friuli Venezia Giulia;13/03/21;Orange
Friuli Venezia Giulia;14/03/21;Orange
Friuli Venezia Giulia;15/03/21;Red
Friuli Venezia Giulia;16/03/21;Red
Friuli Venezia Giulia;17/03/21;Red
Friuli Venezia Giulia;18/03/21;Red
Friuli Venezia Giulia;19/03/21;Red
Friuli Venezia Giulia;20/03/21;Red
Friuli Venezia Giulia;21/03/21;Red
Friuli Venezia Giulia;22/03/21;Red
Friuli Venezia Giulia;23/03/21;Red
Friuli Venezia Giulia;24/03/21;Red
Friuli Venezia Giulia;25/03/21;Red
Friuli Venezia Giulia;26/03/21;Red
Friuli Venezia Giulia;27/03/21;Red
Friuli Venezia Giulia;28/03/21;Red
Friuli Venezia Giulia;29/03/21;Red
Friuli Venezia Giulia;30/03/21;Red
Friuli Venezia Giulia;31/03/21;Red
Friuli Venezia Giulia;01/04/21;Red
Friuli Venezia Giulia;02/04/21;Red
Friuli Venezia Giulia;03/04/21;Red
Friuli Venezia Giulia;04/04/21;Red
Friuli Venezia Giulia;05/04/21;Red
Friuli Venezia Giulia;06/04/21;Red
Friuli Venezia Giulia;07/04/21;Red
Friuli Venezia Giulia;08/04/21;Red
Friuli Venezia Giulia;09/04/21;Red
Friuli Venezia Giulia;10/04/21;Red
Friuli Venezia Giulia;11/04/21;Red
Friuli Venezia Giulia;12/04/21;Orange
Friuli Venezia Giulia;13/04/21;Orange
Friuli Venezia Giulia;14/04/21;Orange
Friuli Venezia Giulia;15/04/21;Orange
Friuli Venezia Giulia;16/04/21;Orange
Friuli Venezia Giulia;17/04/21;Orange
Friuli Venezia Giulia;18/04/21;Orange
Friuli Venezia Giulia;19/04/21;Orange
Friuli Venezia Giulia;20/04/21;Orange
Friuli Venezia Giulia;21/04/21;Orange
Friuli Venezia Giulia;22/04/21;Orange
Friuli Venezia Giulia;23/04/21;Orange
Friuli Venezia Giulia;24/04/21;Orange
Friuli Venezia Giulia;25/04/21;Orange
Friuli Venezia Giulia;26/04/21;Yellow
Friuli Venezia Giulia;27/04/21;Yellow
Friuli Venezia Giulia;28/04/21;Yellow
Friuli Venezia Giulia;29/04/21;Yellow
Friuli Venezia Giulia;30/04/21;Yellow
Friuli Venezia Giulia;01/05/21;Yellow
Friuli Venezia Giulia;02/05/21;Yellow
Friuli Venezia Giulia;03/05/21;Yellow
Friuli Venezia Giulia;04/05/21;Yellow
Friuli Venezia Giulia;05/05/21;Yellow
Friuli Venezia Giulia;06/05/21;Yellow
Friuli Venezia Giulia;07/05/21;Yellow
Friuli Venezia Giulia;08/05/21;Yellow
Friuli Venezia Giulia;09/05/21;Yellow
Friuli Venezia Giulia;10/05/21;Yellow
Friuli Venezia Giulia;11/05/21;Yellow
Friuli Venezia Giulia;12/05/21;Yellow
Friuli Venezia Giulia;13/05/21;Yellow
Friuli Venezia Giulia;14/05/21;Yellow
Friuli Venezia Giulia;15/05/21;Yellow
Friuli Venezia Giulia;16/05/21;Yellow
Friuli Venezia Giulia;17/05/21;Yellow
Friuli Venezia Giulia;18/05/21;Yellow
Friuli Venezia Giulia;19/05/21;Yellow
Friuli Venezia Giulia;20/05/21;Yellow
Friuli Venezia Giulia;21/05/21;Yellow
Friuli Venezia Giulia;22/05/21;Yellow
Friuli Venezia Giulia;23/05/21;Yellow
Friuli Venezia Giulia;24/05/21;Yellow
Friuli Venezia Giulia;25/05/21;Yellow
Friuli Venezia Giulia;26/05/21;Yellow
Friuli Venezia Giulia;27/05/21;Yellow
Friuli Venezia Giulia;28/05/21;Yellow
Friuli Venezia Giulia;29/05/21;Yellow
Friuli Venezia Giulia;30/05/21;Yellow
Friuli Venezia Giulia;31/05/21;White
Friuli Venezia Giulia;01/06/21;White
Friuli Venezia Giulia;02/06/21;White
Friuli Venezia Giulia;03/06/21;White
Friuli Venezia Giulia;04/06/21;White
Friuli Venezia Giulia;05/06/21;White
Friuli Venezia Giulia;06/06/21;White
Friuli Venezia Giulia;07/06/21;White
Friuli Venezia Giulia;08/06/21;White
Friuli Venezia Giulia;09/06/21;White
Friuli Venezia Giulia;10/06/21;White
Friuli Venezia Giulia;11/06/21;White
Friuli Venezia Giulia;12/06/21;White
Friuli Venezia Giulia;13/06/21;White
Friuli Venezia Giulia;14/06/21;White
Friuli Venezia Giulia;15/06/21;White
Friuli Venezia Giulia;16/06/21;White
Friuli Venezia Giulia;17/06/21;White
Friuli Venezia Giulia;18/06/21;White
Friuli Venezia Giulia;19/06/21;White
Friuli Venezia Giulia;20/06/21;White
Friuli Venezia Giulia;21/06/21;White
Friuli Venezia Giulia;22/06/21;White
Friuli Venezia Giulia;23/06/21;White
Friuli Venezia Giulia;24/06/21;White
Friuli Venezia Giulia;25/06/21;White
Friuli Venezia Giulia;26/06/21;White
Friuli Venezia Giulia;27/06/21;White
Friuli Venezia Giulia;28/06/21;White
Friuli Venezia Giulia;29/06/21;White
Friuli Venezia Giulia;30/06/21;White
Friuli Venezia Giulia;01/07/21;White
Friuli Venezia Giulia;02/07/21;White
Friuli Venezia Giulia;03/07/21;White
Friuli Venezia Giulia;04/07/21;White
Friuli Venezia Giulia;05/07/21;White
Friuli Venezia Giulia;06/07/21;White
Friuli Venezia Giulia;07/07/21;White
Friuli Venezia Giulia;08/07/21;White
Friuli Venezia Giulia;09/07/21;White
Friuli Venezia Giulia;10/07/21;White
Friuli Venezia Giulia;11/07/21;White
Friuli Venezia Giulia;12/07/21;White
Friuli Venezia Giulia;13/07/21;White
Friuli Venezia Giulia;14/07/21;White
Friuli Venezia Giulia;15/07/21;White
Friuli Venezia Giulia;16/07/21;White
Friuli Venezia Giulia;17/07/21;White
Friuli Venezia Giulia;18/07/21;White
Friuli Venezia Giulia;19/07/21;White
Friuli Venezia Giulia;20/07/21;White
Friuli Venezia Giulia;21/07/21;White
Friuli Venezia Giulia;22/07/21;White
Friuli Venezia Giulia;23/07/21;White
Friuli Venezia Giulia;24/07/21;White
Friuli Venezia Giulia;25/07/21;White
Friuli Venezia Giulia;26/07/21;White
Friuli Venezia Giulia;27/07/21;White
Friuli Venezia Giulia;28/07/21;White
Friuli Venezia Giulia;29/07/21;White
Friuli Venezia Giulia;30/07/21;White
Friuli Venezia Giulia;31/07/21;White
Friuli Venezia Giulia;01/08/21;White
Friuli Venezia Giulia;02/08/21;White
Friuli Venezia Giulia;03/08/21;White
Friuli Venezia Giulia;04/08/21;White
Friuli Venezia Giulia;05/08/21;White
Friuli Venezia Giulia;06/08/21;White
Friuli Venezia Giulia;07/08/21;White
Friuli Venezia Giulia;08/08/21;White
Friuli Venezia Giulia;09/08/21;White
Friuli Venezia Giulia;10/08/21;White
Friuli Venezia Giulia;11/08/21;White
Friuli Venezia Giulia;12/08/21;White
Friuli Venezia Giulia;13/08/21;White
Friuli Venezia Giulia;14/08/21;White
Friuli Venezia Giulia;15/08/21;White
Friuli Venezia Giulia;16/08/21;White
Friuli Venezia Giulia;17/08/21;White
Friuli Venezia Giulia;18/08/21;White
Friuli Venezia Giulia;19/08/21;White
Friuli Venezia Giulia;20/08/21;White
Friuli Venezia Giulia;21/08/21;White
Friuli Venezia Giulia;22/08/21;White
Friuli Venezia Giulia;23/08/21;White
Friuli Venezia Giulia;24/08/21;White
Friuli Venezia Giulia;25/08/21;White
Friuli Venezia Giulia;26/08/21;White
Friuli Venezia Giulia;27/08/21;White
Friuli Venezia Giulia;28/08/21;White
Friuli Venezia Giulia;29/08/21;White
Friuli Venezia Giulia;30/08/21;White
Friuli Venezia Giulia;31/08/21;White
Friuli Venezia Giulia;01/09/21;White
Friuli Venezia Giulia;02/09/21;White
Friuli Venezia Giulia;03/09/21;White
Friuli Venezia Giulia;04/09/21;White
Friuli Venezia Giulia;05/09/21;White
Friuli Venezia Giulia;06/09/21;White
Friuli Venezia Giulia;07/09/21;White
Friuli Venezia Giulia;08/09/21;White
Friuli Venezia Giulia;09/09/21;White
Friuli Venezia Giulia;10/09/21;White
Friuli Venezia Giulia;11/09/21;White
Friuli Venezia Giulia;12/09/21;White
Friuli Venezia Giulia;13/09/21;White
Friuli Venezia Giulia;14/09/21;White
Friuli Venezia Giulia;15/09/21;White
Friuli Venezia Giulia;16/09/21;White
Friuli Venezia Giulia;17/09/21;White
Friuli Venezia Giulia;18/09/21;White
Friuli Venezia Giulia;19/09/21;White
Friuli Venezia Giulia;20/09/21;White
Friuli Venezia Giulia;21/09/21;White
Friuli Venezia Giulia;22/09/21;White
Friuli Venezia Giulia;23/09/21;White
Friuli Venezia Giulia;24/09/21;White
Friuli Venezia Giulia;25/09/21;White
Friuli Venezia Giulia;26/09/21;White
Friuli Venezia Giulia;27/09/21;White
Friuli Venezia Giulia;28/09/21;White
Friuli Venezia Giulia;29/09/21;White
Friuli Venezia Giulia;30/09/21;White
Friuli Venezia Giulia;01/10/21;White
Friuli Venezia Giulia;02/10/21;White
Friuli Venezia Giulia;03/10/21;White
Friuli Venezia Giulia;04/10/21;White
Friuli Venezia Giulia;05/10/21;White
Friuli Venezia Giulia;06/10/21;White
Friuli Venezia Giulia;07/10/21;White
Friuli Venezia Giulia;08/10/21;White
Friuli Venezia Giulia;09/10/21;White
Friuli Venezia Giulia;10/10/21;White
Friuli Venezia Giulia;11/10/21;White
Friuli Venezia Giulia;12/10/21;White
Friuli Venezia Giulia;13/10/21;White
Friuli Venezia Giulia;14/10/21;White
Friuli Venezia Giulia;15/10/21;White
