nuts2;date;tier
Abruzzo;06/11/20;Yellow
Abruzzo;07/11/20;Yellow
Abruzzo;08/11/20;Yellow
Abruzzo;09/11/20;Yellow
Abruzzo;10/11/20;Yellow
Abruzzo;11/11/20;Orange
Abruzzo;12/11/20;Orange
Abruzzo;13/11/20;Orange
Abruzzo;14/11/20;Orange
Abruzzo;15/11/20;Orange
Abruzzo;16/11/20;Orange
Abruzzo;17/11/20;Orange
Abruzzo;18/11/20;Orange
Abruzzo;19/11/20;Orange
Abruzzo;20/11/20;Orange
Abruzzo;21/11/20;Orange
Abruzzo;22/11/20;Orange
Abruzzo;23/11/20;Red
Abruzzo;24/11/20;Red
Abruzzo;25/11/20;Red
Abruzzo;26/11/20;Red
Abruzzo;27/11/20;Red
Abruzzo;28/11/20;Red
Abruzzo;29/11/20;Red
Abruzzo;30/11/20;Red
Abruzzo;01/12/20;Red
Abruzzo;02/12/20;Red
Abruzzo;03/12/20;Red
Abruzzo;04/12/20;Red
Abruzzo;05/12/20;Red
Abruzzo;06/12/20;Red
Abruzzo;07/12/20;Red
Abruzzo;08/12/20;Red
Abruzzo;09/12/20;Red
Abruzzo;10/12/20;Red
Abruzzo;11/12/20;Red
Abruzzo;12/12/20;Red
Abruzzo;13/12/20;Orange
Abruzzo;14/12/20;Orange
Abruzzo;15/12/20;Orange
Abruzzo;16/12/20;Orange
Abruzzo;17/12/20;Orange
Abruzzo;18/12/20;Orange
Abruzzo;19/12/20;Orange
Abruzzo;20/12/20;Orange
Abruzzo;21/12/20;Orange
Abruzzo;22/12/20;Orange
Abruzzo;23/12/20;Orange
Abruzzo;24/12/20;Red
Abruzzo;25/12/20;Red
Abruzzo;26/12/20;Red
Abruzzo;27/12/20;Red
Abruzzo;28/12/20;Orange
Abruzzo;29/12/20;Orange
Abruzzo;30/12/20;Orange
Abruzzo;31/12/20;Red
Abruzzo;01/01/21;Red
Abruzzo;02/01/21;Red
Abruzzo;03/01/21;Red
Abruzzo;04/01/21;Orange
Abruzzo;05/01/21;Red
Abruzzo;06/01/21;Red
Abruzzo;07/01/21;Yellow
Abruzzo;08/01/21;Yellow
Abruzzo;09/01/21;Orange
Abruzzo;10/01/21;Orange
Abruzzo;11/01/21;Yellow
Abruzzo;12/01/21;Yellow
Abruzzo;13/01/21;Yellow
Abruzzo;14/01/21;Yellow
Abruzzo;15/01/21;Yellow
Abruzzo;16/01/21;Yellow
Abruzzo;17/01/21;Orange
Abruzzo;18/01/21;Orange
Abruzzo;19/01/21;Orange
Abruzzo;20/01/21;Orange
Abruzzo;21/01/21;Orange
Abruzzo;22/01/21;Orange
Abruzzo;23/01/21;Orange
Abruzzo;24/01/21;Orange
Abruzzo;25/01/21;Orange
Abruzzo;26/01/21;Orange
Abruzzo;27/01/21;Orange
Abruzzo;28/01/21;Orange
Abruzzo;29/01/21;Orange
Abruzzo;30/01/21;Orange
Abruzzo;31/01/21;Orange
Abruzzo;01/02/21;Yellow
Abruzzo;02/02/21;Yellow
Abruzzo;03/02/21;Yellow
Abruzzo;04/02/21;Yellow
Abruzzo;05/02/21;Yellow
Abruzzo;06/02/21;Yellow
Abruzzo;07/02/21;Yellow
Abruzzo;08/02/21;Yellow
Abruzzo;09/02/21;Yellow
Abruzzo;10/02/21;Yellow
Abruzzo;11/02/21;Yellow
Abruzzo;12/02/21;Yellow
Abruzzo;13/02/21;Yellow
Abruzzo;14/02/21;Orange
Abruzzo;15/02/21;Orange
Abruzzo;16/02/21;Orange
Abruzzo;17/02/21;Orange
Abruzzo;18/02/21;Orange
Abruzzo;19/02/21;Orange
Abruzzo;20/02/21;Orange
Abruzzo;21/02/21;Orange
Abruzzo;22/02/21;Orange
Abruzzo;23/02/21;Orange
Abruzzo;24/02/21;Orange
Abruzzo;25/02/21;Orange
Abruzzo;26/02/21;Orange
Abruzzo;27/02/21;Orange
Abruzzo;28/02/21;Orange
Abruzzo;01/03/21;Orange
Abruzzo;02/03/21;Orange
Abruzzo;03/03/21;Orange
Abruzzo;04/03/21;Orange
Abruzzo;05/03/21;Orange
Abruzzo;06/03/21;Orange
Abruzzo;07/03/21;Orange
Abruzzo;08/03/21;Orange
Abruzzo;09/03/21;Orange
Abruzzo;10/03/21;Orange
Abruzzo;11/03/21;Orange
Abruzzo;12/03/21;Orange
Abruzzo;13/03/21;Orange
Abruzzo;14/03/21;Orange
Abruzzo;15/03/21;Orange
Abruzzo;16/03/21;Orange
Abruzzo;17/03/21;Orange
Abruzzo;18/03/21;Orange
Abruzzo;19/03/21;Orange
Abruzzo;20/03/21;Orange
Abruzzo;21/03/21;Orange
Abruzzo;22/03/21;Orange
Abruzzo;23/03/21;Orange
Abruzzo;24/03/21;Orange
Abruzzo;25/03/21;Orange
Abruzzo;26/03/21;Orange
Abruzzo;27/03/21;Orange
Abruzzo;28/03/21;Orange
Abruzzo;29/03/21;Orange
Abruzzo;30/03/21;Orange
Abruzzo;31/03/21;Orange
Abruzzo;01/04/21;Orange
Abruzzo;02/04/21;Orange
Abruzzo;03/04/21;Red
Abruzzo;04/04/21;Red
Abruzzo;05/04/21;Red
Abruzzo;06/04/21;Orange
Abruzzo;07/04/21;Orange
Abruzzo;08/04/21;Orange
Abruzzo;09/04/21;Orange
Abruzzo;10/04/21;Orange
Abruzzo;11/04/21;Orange
Abruzzo;12/04/21;Orange
Abruzzo;13/04/21;Orange
Abruzzo;14/04/21;Orange
Abruzzo;15/04/21;Orange
Abruzzo;16/04/21;Orange
Abruzzo;17/04/21;Orange
Abruzzo;18/04/21;Orange
Abruzzo;19/04/21;Orange
Abruzzo;20/04/21;Orange
Abruzzo;21/04/21;Orange
Abruzzo;22/04/21;Orange
Abruzzo;23/04/21;Orange
Abruzzo;24/04/21;Orange
Abruzzo;25/04/21;Orange
Abruzzo;26/04/21;Yellow
Abruzzo;27/04/21;Yellow
Abruzzo;28/04/21;Yellow
Abruzzo;29/04/21;Yellow
Abruzzo;30/04/21;Yellow
Abruzzo;01/05/21;Yellow
Abruzzo;02/05/21;Yellow
Abruzzo;03/05/21;Yellow
Abruzzo;04/05/21;Yellow
Abruzzo;05/05/21;Yellow
Abruzzo;06/05/21;Yellow
Abruzzo;07/05/21;Yellow
Abruzzo;08/05/21;Yellow
Abruzzo;09/05/21;Yellow
Abruzzo;10/05/21;Yellow
Abruzzo;11/05/21;Yellow
Abruzzo;12/05/21;Yellow
Abruzzo;13/05/21;Yellow
Abruzzo;14/05/21;Yellow
Abruzzo;15/05/21;Yellow
Abruzzo;16/05/21;Yellow
Abruzzo;17/05/21;Yellow
Abruzzo;18/05/21;Yellow
Abruzzo;19/05/21;Yellow
Abruzzo;20/05/21;Yellow
Abruzzo;21/05/21;Yellow
Abruzzo;22/05/21;Yellow
Abruzzo;23/05/21;Yellow
Abruzzo;24/05/21;Yellow
Abruzzo;25/05/21;Yellow
Abruzzo;26/05/21;Yellow
Abruzzo;27/05/21;Yellow
Abruzzo;28/05/21;Yellow
Abruzzo;29/05/21;Yellow
Abruzzo;30/05/21;Yellow
Abruzzo;31/05/21;Yellow
Abruzzo;01/06/21;Yellow
Abruzzo;02/06/21;Yellow
Abruzzo;03/06/21;Yellow
Abruzzo;04/06/21;Yellow
Abruzzo;05/06/21;Yellow
Abruzzo;06/06/21;Yellow
Abruzzo;07/06/21;White
Abruzzo;08/06/21;White
Abruzzo;09/06/21;White
Abruzzo;10/06/21;White
Abruzzo;11/06/21;White
Abruzzo;12/06/21;White
Abruzzo;13/06/21;White
Abruzzo;14/06/21;White
Abruzzo;15/06/21;White
Abruzzo;16/06/21;White
Abruzzo;17/06/21;White
Abruzzo;18/06/21;White
Abruzzo;19/06/21;White
Abruzzo;20/06/21;White
Abruzzo;21/06/21;White
Abruzzo;22/06/21;White
Abruzzo;23/06/21;White
Abruzzo;24/06/21;White
Abruzzo;25/06/21;White
Abruzzo;26/06/21;White
Abruzzo;27/06/21;White
Abruzzo;28/06/21;White
Abruzzo;29/06/21;White
Abruzzo;30/06/21;White
Abruzzo;01/07/21;White
Abruzzo;02/07/21;White
Abruzzo;03/07/21;White
Abruzzo;04/07/21;White
Abruzzo;05/07/21;White
Abruzzo;06/07/21;White
Abruzzo;07/07/21;White
Abruzzo;08/07/21;White
Abruzzo;09/07/21;White
Abruzzo;10/07/21;White
Abruzzo;11/07/21;White
Abruzzo;12/07/21;White
Abruzzo;13/07/21;White
Abruzzo;14/07/21;White
Abruzzo;15/07/21;White
Abruzzo;16/07/21;White
Abruzzo;17/07/21;White
Abruzzo;18/07/21;White
Abruzzo;19/07/21;White
Abruzzo;20/07/21;White
Abruzzo;21/07/21;White
Abruzzo;22/07/21;White
Abruzzo;23/07/21;White
Abruzzo;24/07/21;White
Abruzzo;25/07/21;White
Abruzzo;26/07/21;White
Abruzzo;27/07/21;White
Abruzzo;28/07/21;White
Abruzzo;29/07/21;White
Abruzzo;30/07/21;White
Abruzzo;31/07/21;White
Abruzzo;01/08/21;White
Abruzzo;02/08/21;White
Abruzzo;03/08/21;White
Abruzzo;04/08/21;White
Abruzzo;05/08/21;White
Abruzzo;06/08/21;White
Abruzzo;07/08/21;White
Abruzzo;08/08/21;White
Abruzzo;09/08/21;White
Abruzzo;10/08/21;White
Abruzzo;11/08/21;White
Abruzzo;12/08/21;White
Abruzzo;13/08/21;White
Abruzzo;14/08/21;White
Abruzzo;15/08/21;White
Abruzzo;16/08/21;White
Abruzzo;17/08/21;White
Abruzzo;18/08/21;White
Abruzzo;19/08/21;White
Abruzzo;20/08/21;White
Abruzzo;21/08/21;White
Abruzzo;22/08/21;White
Abruzzo;23/08/21;White
Abruzzo;24/08/21;White
Abruzzo;25/08/21;White
Abruzzo;26/08/21;White
Abruzzo;27/08/21;White
Abruzzo;28/08/21;White
Abruzzo;29/08/21;White
Abruzzo;30/08/21;White
Abruzzo;31/08/21;White
Abruzzo;01/09/21;White
Abruzzo;02/09/21;White
Abruzzo;03/09/21;White
Abruzzo;04/09/21;White
Abruzzo;05/09/21;White
Abruzzo;06/09/21;White
Abruzzo;07/09/21;White
Abruzzo;08/09/21;White
Abruzzo;09/09/21;White
Abruzzo;10/09/21;White
Abruzzo;11/09/21;White
Abruzzo;12/09/21;White
Abruzzo;13/09/21;White
Abruzzo;14/09/21;White
Abruzzo;15/09/21;White
Abruzzo;16/09/21;White
Abruzzo;17/09/21;White
Abruzzo;18/09/21;White
Abruzzo;19/09/21;White
Abruzzo;20/09/21;White
Abruzzo;21/09/21;White
Abruzzo;22/09/21;White
Abruzzo;23/09/21;White
Abruzzo;24/09/21;White
Abruzzo;25/09/21;White
Abruzzo;26/09/21;White
Abruzzo;27/09/21;White
Abruzzo;28/09/21;White
Abruzzo;29/09/21;White
Abruzzo;30/09/21;White
Abruzzo;01/10/21;White
Abruzzo;02/10/21;White
Abruzzo;03/10/21;White
Abruzzo;04/10/21;White
Abruzzo;05/10/21;White
Abruzzo;06/10/21;White
Abruzzo;07/10/21;White
Abruzzo;08/10/21;White
Abruzzo;09/10/21;White
Abruzzo;10/10/21;White
Abruzzo;11/10/21;White
Abruzzo;12/10/21;White
Abruzzo;13/10/21;White
Abruzzo;14/10/21;White
Abruzzo;15/10/21;White
Abruzzo;16/10/21;White
Abruzzo;17/10/21;White
Abruzzo;18/10/21;White
Abruzzo;19/10/21;White
Abruzzo;20/10/21;White
Abruzzo;21/10/21;White
Abruzzo;22/10/21;White
Abruzzo;23/10/21;White
Abruzzo;24/10/21;White
Abruzzo;25/10/21;White
Abruzzo;26/10/21;White
Abruzzo;27/10/21;White
Abruzzo;28/10/21;White
Abruzzo;29/10/21;White
Abruzzo;30/10/21;White
Abruzzo;31/10/21;White
Abruzzo;01/11/21;White
Abruzzo;02/11/21;White
Abruzzo;03/11/21;White
Abruzzo;04/11/21;White
Abruzzo;05/11/21;White
Abruzzo;06/11/21;White
Abruzzo;07/11/21;White
Abruzzo;08/11/21;White
Abruzzo;09/11/21;White
Abruzzo;10/11/21;White
Abruzzo;11/11/21;White
Abruzzo;12/11/21;White
Abruzzo;13/11/21;White
Abruzzo;14/11/21;White
Abruzzo;15/11/21;White
Abruzzo;16/11/21;White
Abruzzo;17/11/21;White
Abruzzo;18/11/21;White
Abruzzo;19/11/21;White
Abruzzo;20/11/21;White
Abruzzo;21/11/21;White
Abruzzo;22/11/21;White
Abruzzo;23/11/21;White
Abruzzo;24/11/21;White
Abruzzo;25/11/21;White
Abruzzo;26/11/21;White
Abruzzo;27/11/21;White
Abruzzo;28/11/21;White
Abruzzo;29/11/21;White
Abruzzo;30/11/21;White
Abruzzo;01/12/21;White
Abruzzo;02/12/21;White
Abruzzo;03/12/21;White
Abruzzo;04/12/21;White
Abruzzo;05/12/21;White
Abruzzo;06/12/21;White
Abruzzo;07/12/21;White
Abruzzo;08/12/21;White
Abruzzo;09/12/21;White
Abruzzo;10/12/21;White
Abruzzo;11/12/21;White
Abruzzo;12/12/21;White
Abruzzo;13/12/21;White
Abruzzo;14/12/21;White
Abruzzo;15/12/21;White
Abruzzo;16/12/21;White
Abruzzo;17/12/21;White
Abruzzo;18/12/21;White
Abruzzo;19/12/21;White
Abruzzo;20/12/21;White
Abruzzo;21/12/21;White
Abruzzo;22/12/21;White
Abruzzo;23/12/21;White
Abruzzo;24/12/21;White
Abruzzo;25/12/21;White
Abruzzo;26/12/21;White
Abruzzo;27/12/21;White
Abruzzo;28/12/21;White
Abruzzo;29/12/21;White
Abruzzo;30/12/21;White
Abruzzo;31/12/21;White
Abruzzo;01/01/22;White
Abruzzo;02/01/22;White
Abruzzo;03/01/22;White
Abruzzo;04/01/22;White
Abruzzo;05/01/22;White
Abruzzo;06/01/22;White
Abruzzo;07/01/22;White
Abruzzo;08/01/22;White
Abruzzo;09/01/22;White
Abruzzo;10/01/22;Yellow
Abruzzo;11/01/22;Yellow
Abruzzo;12/01/22;Yellow
Abruzzo;13/01/22;Yellow
Abruzzo;14/01/22;Yellow
Abruzzo;15/01/22;Yellow
Abruzzo;16/01/22;Yellow
Abruzzo;17/01/22;Yellow
Abruzzo;18/01/22;Yellow
Abruzzo;19/01/22;Yellow
Abruzzo;20/01/22;Yellow
Abruzzo;21/01/22;Yellow
Abruzzo;22/01/22;Yellow
Abruzzo;23/01/22;Yellow
Abruzzo;24/01/22;Orange
Abruzzo;25/01/22;Orange
Abruzzo;26/01/22;Orange
Abruzzo;27/01/22;Orange
Abruzzo;28/01/22;Orange
Abruzzo;29/01/22;Orange
Abruzzo;30/01/22;Orange
Abruzzo;31/01/22;Orange
Abruzzo;01/02/22;Orange
Abruzzo;02/02/22;Orange
Abruzzo;03/02/22;Orange
Abruzzo;04/02/22;Orange
Abruzzo;05/02/22;Orange
Abruzzo;06/02/22;Orange
Abruzzo;07/02/22;Orange
Abruzzo;08/02/22;Orange
Abruzzo;09/02/22;Orange
Abruzzo;10/02/22;Orange
Abruzzo;11/02/22;Orange
Abruzzo;12/02/22;Orange
Abruzzo;13/02/22;Orange
Abruzzo;14/02/22;Orange
Abruzzo;15/02/22;Orange
Abruzzo;16/02/22;Orange
Abruzzo;17/02/22;Orange
Abruzzo;18/02/22;Orange
Abruzzo;19/02/22;Orange
Abruzzo;20/02/22;Orange
Abruzzo;21/02/22;Yellow
Abruzzo;22/02/22;Yellow
Abruzzo;23/02/22;Yellow
Abruzzo;24/02/22;Yellow
Abruzzo;25/02/22;Yellow
Abruzzo;26/02/22;Yellow
Abruzzo;27/02/22;Yellow
Abruzzo;28/02/22;Yellow
Abruzzo;01/03/22;Yellow
Abruzzo;02/03/22;Yellow
Abruzzo;03/03/22;Yellow
Abruzzo;04/03/22;Yellow
Abruzzo;05/03/22;Yellow
Abruzzo;06/03/22;Yellow
Abruzzo;07/03/22;White
Abruzzo;08/03/22;White
Abruzzo;09/03/22;White
Abruzzo;10/03/22;White
Abruzzo;11/03/22;White
Abruzzo;12/03/22;White
Abruzzo;13/03/22;White
Abruzzo;14/03/22;White
Abruzzo;15/03/22;White
Abruzzo;16/03/22;White
Abruzzo;17/03/22;White
Abruzzo;18/03/22;White
Abruzzo;19/03/22;White
Abruzzo;20/03/22;White
Abruzzo;21/03/22;White
Abruzzo;22/03/22;White
Abruzzo;23/03/22;White
Abruzzo;24/03/22;White
Abruzzo;25/03/22;White
Abruzzo;26/03/22;White
Abruzzo;27/03/22;White
Abruzzo;28/03/22;White
Abruzzo;29/03/22;White
Abruzzo;30/03/22;White
Abruzzo;31/03/22;White
Basilicata;06/11/20;Yellow
Basilicata;07/11/20;Yellow
Basilicata;08/11/20;Yellow
Basilicata;09/11/20;Yellow
Basilicata;10/11/20;Yellow
Basilicata;11/11/20;Orange
Basilicata;12/11/20;Orange
Basilicata;13/11/20;Orange
Basilicata;14/11/20;Orange
Basilicata;15/11/20;Orange
Basilicata;16/11/20;Orange
Basilicata;17/11/20;Orange
Basilicata;18/11/20;Orange
Basilicata;19/11/20;Orange
Basilicata;20/11/20;Orange
Basilicata;21/11/20;Orange
Basilicata;22/11/20;Orange
Basilicata;23/11/20;Orange
Basilicata;24/11/20;Orange
Basilicata;25/11/20;Orange
Basilicata;26/11/20;Orange
Basilicata;27/11/20;Orange
Basilicata;28/11/20;Orange
Basilicata;29/11/20;Orange
Basilicata;30/11/20;Orange
Basilicata;01/12/20;Orange
Basilicata;02/12/20;Orange
Basilicata;03/12/20;Orange
Basilicata;04/12/20;Orange
Basilicata;05/12/20;Orange
Basilicata;06/12/20;Orange
Basilicata;07/12/20;Orange
Basilicata;08/12/20;Orange
Basilicata;09/12/20;Orange
Basilicata;10/12/20;Orange
Basilicata;11/12/20;Orange
Basilicata;12/12/20;Orange
Basilicata;13/12/20;Yellow
Basilicata;14/12/20;Yellow
Basilicata;15/12/20;Yellow
Basilicata;16/12/20;Yellow
Basilicata;17/12/20;Yellow
Basilicata;18/12/20;Yellow
Basilicata;19/12/20;Yellow
Basilicata;20/12/20;Yellow
Basilicata;21/12/20;Yellow
Basilicata;22/12/20;Yellow
Basilicata;23/12/20;Yellow
Basilicata;24/12/20;Red
Basilicata;25/12/20;Red
Basilicata;26/12/20;Red
Basilicata;27/12/20;Red
Basilicata;28/12/20;Orange
Basilicata;29/12/20;Orange
Basilicata;30/12/20;Orange
Basilicata;31/12/20;Red
Basilicata;01/01/21;Red
Basilicata;02/01/21;Red
Basilicata;03/01/21;Red
Basilicata;04/01/21;Orange
Basilicata;05/01/21;Red
Basilicata;06/01/21;Red
Basilicata;07/01/21;Yellow
Basilicata;08/01/21;Yellow
Basilicata;09/01/21;Orange
Basilicata;10/01/21;Orange
Basilicata;11/01/21;Yellow
Basilicata;12/01/21;Yellow
Basilicata;13/01/21;Yellow
Basilicata;14/01/21;Yellow
Basilicata;15/01/21;Yellow
Basilicata;16/01/21;Yellow
Basilicata;17/01/21;Yellow
Basilicata;18/01/21;Yellow
Basilicata;19/01/21;Yellow
Basilicata;20/01/21;Yellow
Basilicata;21/01/21;Yellow
Basilicata;22/01/21;Yellow
Basilicata;23/01/21;Yellow
Basilicata;24/01/21;Yellow
Basilicata;25/01/21;Yellow
Basilicata;26/01/21;Yellow
Basilicata;27/01/21;Yellow
Basilicata;28/01/21;Yellow
Basilicata;29/01/21;Yellow
Basilicata;30/01/21;Yellow
Basilicata;31/01/21;Yellow
Basilicata;01/02/21;Yellow
Basilicata;02/02/21;Yellow
Basilicata;03/02/21;Yellow
Basilicata;04/02/21;Yellow
Basilicata;05/02/21;Yellow
Basilicata;06/02/21;Yellow
Basilicata;07/02/21;Yellow
Basilicata;08/02/21;Yellow
Basilicata;09/02/21;Yellow
Basilicata;10/02/21;Yellow
Basilicata;11/02/21;Yellow
Basilicata;12/02/21;Yellow
Basilicata;13/02/21;Yellow
Basilicata;14/02/21;Yellow
Basilicata;15/02/21;Yellow
Basilicata;16/02/21;Yellow
Basilicata;17/02/21;Yellow
Basilicata;18/02/21;Yellow
Basilicata;19/02/21;Yellow
Basilicata;20/02/21;Yellow
Basilicata;21/02/21;Yellow
Basilicata;22/02/21;Yellow
Basilicata;23/02/21;Yellow
Basilicata;24/02/21;Yellow
Basilicata;25/02/21;Yellow
Basilicata;26/02/21;Yellow
Basilicata;27/02/21;Yellow
Basilicata;28/02/21;Yellow
Basilicata;01/03/21;Red
Basilicata;02/03/21;Red
Basilicata;03/03/21;Red
Basilicata;04/03/21;Red
Basilicata;05/03/21;Red
Basilicata;06/03/21;Red
Basilicata;07/03/21;Red
Basilicata;08/03/21;Red
Basilicata;09/03/21;Red
Basilicata;10/03/21;Red
Basilicata;11/03/21;Red
Basilicata;12/03/21;Red
Basilicata;13/03/21;Red
Basilicata;14/03/21;Red
Basilicata;15/03/21;Orange
Basilicata;16/03/21;Orange
Basilicata;17/03/21;Orange
Basilicata;18/03/21;Orange
Basilicata;19/03/21;Orange
Basilicata;20/03/21;Orange
Basilicata;21/03/21;Orange
Basilicata;22/03/21;Orange
Basilicata;23/03/21;Orange
Basilicata;24/03/21;Orange
Basilicata;25/03/21;Orange
Basilicata;26/03/21;Orange
Basilicata;27/03/21;Orange
Basilicata;28/03/21;Orange
Basilicata;29/03/21;Orange
Basilicata;30/03/21;Orange
Basilicata;31/03/21;Orange
Basilicata;01/04/21;Orange
Basilicata;02/04/21;Orange
Basilicata;03/04/21;Red
Basilicata;04/04/21;Red
Basilicata;05/04/21;Red
Basilicata;06/04/21;Orange
Basilicata;07/04/21;Orange
Basilicata;08/04/21;Orange
Basilicata;09/04/21;Orange
Basilicata;10/04/21;Orange
Basilicata;11/04/21;Orange
Basilicata;12/04/21;Orange
Basilicata;13/04/21;Orange
Basilicata;14/04/21;Orange
Basilicata;15/04/21;Orange
Basilicata;16/04/21;Orange
Basilicata;17/04/21;Orange
Basilicata;18/04/21;Orange
Basilicata;19/04/21;Orange
Basilicata;20/04/21;Orange
Basilicata;21/04/21;Orange
Basilicata;22/04/21;Orange
Basilicata;23/04/21;Orange
Basilicata;24/04/21;Orange
Basilicata;25/04/21;Orange
Basilicata;26/04/21;Orange
Basilicata;27/04/21;Orange
Basilicata;28/04/21;Orange
Basilicata;29/04/21;Orange
Basilicata;30/04/21;Orange
Basilicata;01/05/21;Orange
Basilicata;02/05/21;Orange
Basilicata;03/05/21;Orange
Basilicata;04/05/21;Orange
Basilicata;05/05/21;Orange
Basilicata;06/05/21;Orange
Basilicata;07/05/21;Orange
Basilicata;08/05/21;Orange
Basilicata;09/05/21;Orange
Basilicata;10/05/21;Yellow
Basilicata;11/05/21;Yellow
Basilicata;12/05/21;Yellow
Basilicata;13/05/21;Yellow
Basilicata;14/05/21;Yellow
Basilicata;15/05/21;Yellow
Basilicata;16/05/21;Yellow
Basilicata;17/05/21;Yellow
Basilicata;18/05/21;Yellow
Basilicata;19/05/21;Yellow
Basilicata;20/05/21;Yellow
Basilicata;21/05/21;Yellow
Basilicata;22/05/21;Yellow
Basilicata;23/05/21;Yellow
Basilicata;24/05/21;Yellow
Basilicata;25/05/21;Yellow
Basilicata;26/05/21;Yellow
Basilicata;27/05/21;Yellow
Basilicata;28/05/21;Yellow
Basilicata;29/05/21;Yellow
Basilicata;30/05/21;Yellow
Basilicata;31/05/21;Yellow
Basilicata;01/06/21;Yellow
Basilicata;02/06/21;Yellow
Basilicata;03/06/21;Yellow
Basilicata;04/06/21;Yellow
Basilicata;05/06/21;Yellow
Basilicata;06/06/21;Yellow
Basilicata;07/06/21;Yellow
Basilicata;08/06/21;Yellow
Basilicata;09/06/21;Yellow
Basilicata;10/06/21;Yellow
Basilicata;11/06/21;Yellow
Basilicata;12/06/21;Yellow
Basilicata;13/06/21;Yellow
Basilicata;14/06/21;Yellow
Basilicata;15/06/21;Yellow
Basilicata;16/06/21;Yellow
Basilicata;17/06/21;Yellow
Basilicata;18/06/21;Yellow
Basilicata;19/06/21;Yellow
Basilicata;20/06/21;Yellow
Basilicata;21/06/21;White
Basilicata;22/06/21;White
Basilicata;23/06/21;White
Basilicata;24/06/21;White
Basilicata;25/06/21;White
Basilicata;26/06/21;White
Basilicata;27/06/21;White
Basilicata;28/06/21;White
Basilicata;29/06/21;White
Basilicata;30/06/21;White
Basilicata;01/07/21;White
Basilicata;02/07/21;White
Basilicata;03/07/21;White
Basilicata;04/07/21;White
Basilicata;05/07/21;White
Basilicata;06/07/21;White
Basilicata;07/07/21;White
Basilicata;08/07/21;White
Basilicata;09/07/21;White
Basilicata;10/07/21;White
Basilicata;11/07/21;White
Basilicata;12/07/21;White
Basilicata;13/07/21;White
Basilicata;14/07/21;White
Basilicata;15/07/21;White
Basilicata;16/07/21;White
Basilicata;17/07/21;White
Basilicata;18/07/21;White
Basilicata;19/07/21;White
Basilicata;20/07/21;White
Basilicata;21/07/21;White
Basilicata;22/07/21;White
Basilicata;23/07/21;White
Basilicata;24/07/21;White
Basilicata;25/07/21;White
Basilicata;26/07/21;White
Basilicata;27/07/21;White
Basilicata;28/07/21;White
Basilicata;29/07/21;White
Basilicata;30/07/21;White
Basilicata;31/07/21;White
Basilicata;01/08/21;White
Basilicata;02/08/21;White
Basilicata;03/08/21;White
Basilicata;04/08/21;White
Basilicata;05/08/21;White
Basilicata;06/08/21;White
Basilicata;07/08/21;White
Basilicata;08/08/21;White
Basilicata;09/08/21;White
Basilicata;10/08/21;White
Basilicata;11/08/21;White
Basilicata;12/08/21;White
Basilicata;13/08/21;White
Basilicata;14/08/21;White
Basilicata;15/08/21;White
Basilicata;16/08/21;White
Basilicata;17/08/21;White
Basilicata;18/08/21;White
Basilicata;19/08/21;White
Basilicata;20/08/21;White
Basilicata;21/08/21;White
Basilicata;22/08/21;White
Basilicata;23/08/21;White
Basilicata;24/08/21;White
Basilicata;25/08/21;White
Basilicata;26/08/21;White
Basilicata;27/08/21;White
Basilicata;28/08/21;White
Basilicata;29/08/21;White
Basilicata;30/08/21;White
Basilicata;31/08/21;White
Basilicata;01/09/21;White
Basilicata;02/09/21;White
Basilicata;03/09/21;White
Basilicata;04/09/21;White
Basilicata;05/09/21;White
Basilicata;06/09/21;White
Basilicata;07/09/21;White
Basilicata;08/09/21;White
Basilicata;09/09/21;White
Basilicata;10/09/21;White
Basilicata;11/09/21;White
Basilicata;12/09/21;White
Basilicata;13/09/21;White
Basilicata;14/09/21;White
Basilicata;15/09/21;White
Basilicata;16/09/21;White
Basilicata;17/09/21;White
Basilicata;18/09/21;White
Basilicata;19/09/21;White
Basilicata;20/09/21;White
Basilicata;21/09/21;White
Basilicata;22/09/21;White
Basilicata;23/09/21;White
Basilicata;24/09/21;White
Basilicata;25/09/21;White
Basilicata;26/09/21;White
Basilicata;27/09/21;White
Basilicata;28/09/21;White
Basilicata;29/09/21;White
Basilicata;30/09/21;White
Basilicata;01/10/21;White
Basilicata;02/10/21;White
Basilicata;03/10/21;White
Basilicata;04/10/21;White
Basilicata;05/10/21;White
Basilicata;06/10/21;White
Basilicata;07/10/21;White
Basilicata;08/10/21;White
Basilicata;09/10/21;White
Basilicata;10/10/21;White
Basilicata;11/10/21;White
Basilicata;12/10/21;White
Basilicata;13/10/21;White
Basilicata;14/10/21;White
Basilicata;15/10/21;White
Basilicata;16/10/21;White
Basilicata;17/10/21;White
Basilicata;18/10/21;White
Basilicata;19/10/21;White
Basilicata;20/10/21;White
Basilicata;21/10/21;White
Basilicata;22/10/21;White
Basilicata;23/10/21;White
Basilicata;24/10/21;White
Basilicata;25/10/21;White
Basilicata;26/10/21;White
Basilicata;27/10/21;White
Basilicata;28/10/21;White
Basilicata;29/10/21;White
Basilicata;30/10/21;White
Basilicata;31/10/21;White
Basilicata;01/11/21;White
Basilicata;02/11/21;White
Basilicata;03/11/21;White
Basilicata;04/11/21;White
Basilicata;05/11/21;White
Basilicata;06/11/21;White
Basilicata;07/11/21;White
Basilicata;08/11/21;White
Basilicata;09/11/21;White
Basilicata;10/11/21;White
